#,false,QR,Unique Code,Longitude,Latitude,Region,Province,Municipality,Barangay,Purok,Street,Landmark,House Number,Building Name,Floor,Unit Number,Date Added,Date Modified,Delete,source_file
1294,False,,2403000241,125.6209083,10.2561317,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (12).xls
1295,False,,2403000242,125.6213967,10.255785,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (12).xls
1296,False,,2403000243,125.6208759,10.2565882,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (12).xls
1297,False,,2403000244,125.6208446,10.256509,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (12).xls
1298,False,,2403000245,125.6208981,10.2565501,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (12).xls
1299,False,,2403000246,125.6208656,10.2566324,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (12).xls
1300,False,,2403000247,125.6208789,10.2566283,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (12).xls
1301,False,,2403000248,125.6208916,10.2566173,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1302,False,,2403000249,125.6208847,10.2566169,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1303,False,,2403000250,125.6197087,10.2562652,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1304,False,,2403000251,125.6196145,10.2568093,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1305,False,,2403000252,125.6196407,10.2568067,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1306,False,,2403000253,125.6209363,10.2567095,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1307,False,,2403000254,125.620727,10.256547,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1308,False,,2403000257,125.6211017,10.2570933,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1309,False,,2403000258,125.5422212852501,10.318013263713569,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Aug 15, 2024",,download (13).xls
1310,False,,2403000259,125.54311951035272,10.318093891436448,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Aug 15, 2024",,download (13).xls
1311,False,,2403000260,125.6247556,10.2581457,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1312,False,,2403000261,125.617579,10.2551957,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1313,False,,2403000263,125.6208763,10.2565755,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1314,False,,2403000264,125.6208979,10.2566162,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1315,False,,2403000265,125.6209561,10.2565946,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1316,False,,2403000266,125.6244139,10.2578924,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1317,False,,2403000267,125.6207657,10.256518,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1318,False,,2403000268,125.6207355,10.2565232,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Mar 07, 2024","Mar 07, 2024",,download (13).xls
1319,False,,2403000303,125.5580913,10.3237485,Caraga,Dinagat Islands,Tubajon,Santa Cruz,Purok 2,,,,,,,"Mar 08, 2024","Mar 08, 2024",,download (13).xls
1320,False,,2403000304,125.5580913,10.3237485,Caraga,Dinagat Islands,Tubajon,Santa Cruz,Purok 2,,,,,,,"Mar 08, 2024","Mar 08, 2024",,download (13).xls
1321,False,,2403000305,125.5580913,10.3237485,Caraga,Dinagat Islands,Tubajon,Santa Cruz,Purok 2,,,,,,,"Mar 08, 2024","Mar 08, 2024",,download (13).xls
1322,False,,2403000306,125.5580913,10.3237485,Caraga,Dinagat Islands,Tubajon,Santa Cruz,Purok 2,,,,,,,"Mar 08, 2024","Mar 08, 2024",,download (13).xls
1323,False,,2403000325,125.5845253,10.3032494,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 7,,,,,,,"Mar 09, 2024","Mar 09, 2024",,download (13).xls
1324,False,,2403000326,125.5849165,10.3033631,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 7,,,,,,,"Mar 09, 2024","Mar 09, 2024",,download (13).xls
1325,False,,2403000330,125.5848301,10.302584,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 7,,,,,,,"Mar 09, 2024","Mar 09, 2024",,download (13).xls
1326,False,,2403000335,125.6274383,10.2571717,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1327,False,,2403000336,125.62041757741224,10.2566436553452,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Oct 23, 2024",,download (13).xls
1328,False,,2403000337,125.62627,10.257795,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1329,False,,2403000338,125.6247467,10.2556233,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1330,False,,2403000339,125.61769,10.2490083,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1331,False,,2403000340,125.61972304345898,10.256341556496976,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Oct 22, 2024",,download (13).xls
1332,False,,2403000341,125.6267567,10.2577483,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1333,False,,2403000342,125.6268333,10.25771,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1334,False,,2403000343,125.6268817,10.2577017,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1335,False,,2403000354,125.5808365,10.2783115,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1336,False,,2403000355,125.5805693,10.2783768,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1337,False,,2403000356,125.5868009,10.2800236,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1338,False,,2403000357,125.5866436,10.2798985,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1339,False,,2403000358,125.5865592,10.2794796,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1340,False,,2403000359,125.5864177,10.2794843,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1341,False,,2403000360,125.5801578,10.2774276,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1342,False,,2403000361,125.5804975,10.2777242,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1343,False,,2403000362,125.5860107,10.2794217,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1344,False,,2403000363,125.5859482,10.2794093,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1345,False,,2403000364,125.5859879,10.2793835,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1346,False,,2403000365,125.5857353,10.2793938,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1347,False,,2403000367,125.5857602,10.2793355,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1348,False,,2403000368,125.585596,10.2793794,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1349,False,,2403000369,125.5856352,10.279244,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1350,False,,2403000370,125.5855416,10.2792176,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1351,False,,2403000371,125.5857997,10.2792326,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1352,False,,2403000372,125.5858622,10.2792769,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1353,False,,2403000373,125.5808121,10.278465,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1354,False,,2403000374,125.5858263,10.2792384,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1355,False,,2403000375,125.5858289,10.2792376,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1356,False,,2403000376,125.585811,10.2792392,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1357,False,,2403000377,125.5858113,10.2792229,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1358,False,,2403000379,125.5857477,10.2792018,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1359,False,,2403000380,125.5858857,10.2791554,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1360,False,,2403000381,125.5850988,10.2790748,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 1,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1361,False,,2403000382,125.5857971,10.2792188,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 3,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1362,False,,2403000384,125.5846821,10.2782156,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 3,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1363,False,,2403000385,125.5833319,10.2743087,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 3,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1364,False,,2403000386,125.5830932,10.2750319,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 3,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1365,False,,2403000387,125.5832418,10.2752016,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 3,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1366,False,,2403000388,125.5857745,10.2787057,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 3,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1367,False,,2403000389,125.5864146,10.279094,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 3,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1368,False,,2403000390,125.5799343,10.2693797,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1369,False,,2403000391,125.5809156,10.2722726,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1370,False,,2403000392,125.5811924,10.2682283,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1371,False,,2403000393,125.5808919,10.2678119,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1372,False,,2403000394,125.5811227,10.267529,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1373,False,,2403000395,125.5812428,10.2674534,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1374,False,,2403000396,125.5809098,10.2676887,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1375,False,,2403000397,125.5828717,10.2650675,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1376,False,,2403000398,125.582776,10.2650972,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1377,False,,2403000399,125.5828069,10.2646172,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1378,False,,2403000400,125.582899,10.2645822,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1379,False,,2403000401,125.5826787,10.2631491,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1380,False,,2403000402,125.5808842,10.267423,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1381,False,,2403000403,125.580485,10.2677376,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1382,False,,2403000404,125.581387,10.2682618,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1383,False,,2403000405,125.5867977,10.2795948,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1384,False,,2403000406,125.5864291,10.279462,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1385,False,,2403000407,125.5862759,10.2793853,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1386,False,,2403000408,125.5864779,10.2792944,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1387,False,,2403000409,125.5860857,10.2794615,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1388,False,,2403000410,125.5860784,10.2794372,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1389,False,,2403000411,125.5878983,10.2818291,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1390,False,,2403000412,125.5868805,10.2799922,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1391,False,,2403000414,125.5866338,10.2796277,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 2,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1392,False,,2403000415,125.5795894,10.269516,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1393,False,,2403000416,125.5800107,10.2693111,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1394,False,,2403000417,125.5801294,10.2665694,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1395,False,,2403000419,125.5784592,10.2618,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1396,False,,2403000422,125.5802258,10.2656978,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1397,False,,2403000426,125.5803147,10.2643129,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1398,False,,2403000428,125.5785895,10.2618553,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1399,False,,2403000429,125.5782811,10.2617698,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1400,False,,2403000430,125.5778954,10.2612128,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (13).xls
1401,False,,2403000431,125.5779166,10.2611798,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1402,False,,2403000432,125.5777572,10.2609603,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,Not interview,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1403,False,,2403000433,125.5775424,10.2601507,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1404,False,,2403000434,125.5818274,10.2667708,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 5,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1405,False,,2403000436,125.5834587,10.2897912,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1406,False,,2403000437,125.582406,10.2894718,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1407,False,,2403000439,125.5807213,10.2784788,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1408,False,,2403000440,125.5807099,10.278218,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1409,False,,2403000441,125.5802313,10.2781303,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1410,False,,2403000442,125.5815054,10.2774142,Caraga,Dinagat Islands,Tubajon,Navarro,Purok 4,,,,,,,"Mar 11, 2024","Mar 11, 2024",,download (14).xls
1411,False,,2403000528,125.5559345,10.3304537,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1412,False,,2403000530,125.5559446,10.3304513,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1413,False,,2403000531,125.5559187,10.3304293,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1414,False,,2403000532,125.5559113,10.330405,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1415,False,,2403000534,125.5558338,10.3296894,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1416,False,,2403000535,125.555878,10.3297452,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1417,False,,2403000536,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1418,False,,2403000537,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1419,False,,2403000538,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1420,False,,2403000539,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1421,False,,2403000540,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1422,False,,2403000541,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1423,False,,2403000542,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1424,False,,2403000543,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1425,False,,2403000544,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1426,False,,2403000545,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1427,False,,2403000546,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1428,False,,2403000549,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1429,False,,2403000551,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1430,False,,2403000553,125.5591173,10.3239159,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1431,False,,2403000554,125.5558282,10.3309483,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1432,False,,2403000588,125.5557188,10.3272187,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1433,False,,2403000589,125.55640815,10.32683464,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1434,False,,2403000590,125.55617825,10.32680275,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1435,False,,2403000591,125.55596535,10.32693125,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1436,False,,2403000592,125.55596397,10.32685968,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1437,False,,2403000593,125.55607406,10.32700803,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1438,False,,2403000594,125.55599238,10.32714603,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1439,False,,2403000595,125.55605665,10.32738461,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1440,False,,2403000596,125.55622388,10.32741732,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1441,False,,2403000597,125.55621184,10.32739465,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1442,False,,2403000598,125.55635431,10.32745674,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1443,False,,2403000599,125.55651112,10.32742356,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1444,False,,2403000600,125.5557027,10.3272153,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,Pinat street,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1445,False,,2403000601,125.5557041,10.3272129,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,Pinat street,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1446,False,,2403000602,125.5580913,10.3234518,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,Pinat street,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1447,False,,2403000603,125.5557044,10.3272131,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,Pinat street,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
1448,False,,2403000604,125.5557059,10.3272277,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 2,Pinat street,,,,,,"Mar 13, 2024","Mar 13, 2024",,download (14).xls
